,DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,VOLUME,VALUE,NO OF TRADES,DELIVERY QTY,DELIVERY %,SYMBOL
143,2026-02-02 18:30:00,EQ,1473.9,1489.5,1430.2,1390.4,1438.0,1437.1,1445.7,25456171,36802006349.1,360494,15456249,60.72,RELIANCE
144,2026-02-01 18:30:00,EQ,1340.0,1392.9,1335.5,1347.0,1388.0,1390.4,1373.27,15711165,21575643258.5,379997,9829010,62.56,RELIANCE
145,2026-01-31 18:30:00,EQ,1396.0,1411.0,1335.0,1395.4,1342.8,1347.0,1377.13,9714528,13378145108.7,236369,4472543,46.04,RELIANCE
146,2026-01-29 18:30:00,EQ,1382.6,1398.0,1378.5,1391.0,1397.0,1395.4,1391.25,11239835,15637418399.5,159638,8394885,74.69,RELIANCE
147,2026-01-28 18:30:00,EQ,1402.9,1402.9,1384.0,1396.7,1386.9,1391.0,1393.55,20846683,29050818209.0,295986,13114958,62.91,RELIANCE
148,2026-01-27 18:30:00,EQ,1385.0,1409.9,1384.9,1380.5,1398.5,1396.7,1396.85,11121657,15535335257.6,209556,6458005,58.07,RELIANCE
149,2026-01-26 18:30:00,EQ,1380.0,1391.6,1368.0,1386.1,1384.0,1380.5,1381.87,26302396,36346567203.1,337571,16574037,63.01,RELIANCE
150,2026-01-22 18:30:00,EQ,1401.8,1407.0,1381.0,1402.5,1387.0,1386.1,1391.32,9837802,13687560136.7,263283,5041469,51.25,RELIANCE
151,2026-01-21 18:30:00,EQ,1410.1,1419.5,1395.0,1404.6,1404.1,1402.5,1403.8,15721693,22070150220.1,391641,7029268,44.71,RELIANCE
152,2026-01-20 18:30:00,EQ,1389.5,1412.9,1373.0,1394.0,1407.5,1404.6,1399.14,17352720,24278965746.3,412452,8416217,48.5,RELIANCE
153,2026-01-19 18:30:00,EQ,1410.7,1416.0,1390.0,1413.6,1392.4,1394.0,1401.05,13189498,18479164578.5,382470,6601674,50.05,RELIANCE
154,2026-01-18 18:30:00,EQ,1450.6,1450.6,1403.3,1457.9,1413.2,1413.6,1415.36,20392765,28863128634.1,569720,10847268,53.19,RELIANCE
155,2026-01-15 18:30:00,EQ,1458.8,1480.0,1455.1,1458.8,1461.0,1457.9,1464.15,17167161,25135247618.0,289037,11151787,64.96,RELIANCE
156,2026-01-13 18:30:00,EQ,1444.0,1467.0,1440.2,1452.8,1458.8,1458.8,1458.22,8321764,12134950551.2,167816,3893699,46.79,RELIANCE
157,2026-01-12 18:30:00,EQ,1485.0,1485.8,1444.7,1483.2,1456.9,1452.8,1457.67,13499760,19678131155.4,289198,5901025,43.71,RELIANCE
158,2026-01-11 18:30:00,EQ,1475.3,1485.3,1451.0,1475.3,1484.0,1483.2,1469.79,8883745,13057259395.4,236827,4884119,54.98,RELIANCE
159,2026-01-08 18:30:00,EQ,1465.0,1479.9,1465.0,1470.6,1476.0,1475.3,1472.13,8335311,12270672520.9,237412,4678450,56.13,RELIANCE
160,2026-01-07 18:30:00,EQ,1500.0,1503.9,1468.8,1504.2,1470.7,1470.6,1477.72,16518684,24410037550.1,443727,11541052,69.87,RELIANCE
161,2026-01-06 18:30:00,EQ,1510.0,1520.0,1498.0,1507.6,1505.1,1504.2,1506.81,11199340,16875253099.5,302077,6718330,59.99,RELIANCE
162,2026-01-05 18:30:00,EQ,1569.0,1569.0,1496.3,1578.1,1508.9,1507.6,1516.17,27417125,41569080602.2,583917,13827457,50.43,RELIANCE
